pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
9561	The	A	4.6	ENTAILMENT
9562	A	A	4.5	ENTAILMENT
9563	A	A	4.3	ENTAILMENT
9565	A	A	4.2	ENTAILMENT
9567	An	A	3.4	NEUTRAL
9569	An	An	3.5	NEUTRAL
9570	An	The	2.8	NEUTRAL
9572	An	An	4	ENTAILMENT
9574	An	An	3	NEUTRAL
9576	A	A	4	NEUTRAL
9577	A	A	4.3	ENTAILMENT
9578	A	A	4	NEUTRAL
9579	A	A	3.8	NEUTRAL
9580	A	A	3.4	NEUTRAL
9581	A	A	3.9	NEUTRAL
9583	A	A	3.4	NEUTRAL
9591	The	The	2.4	NEUTRAL
9592	The	The	3.5	NEUTRAL
9593	The	There	2.8	NEUTRAL
9594	The	The	3.1	NEUTRAL
9599	A	A	3.6	NEUTRAL
9600	A	A	4	NEUTRAL
9602	A	A	3	NEUTRAL
9604	A	The	4.9	ENTAILMENT
9605	There	A	3.2	CONTRADICTION
9607	There	A	4.2	CONTRADICTION
9609	There	A	3	NEUTRAL
9610	A	The	3.8	NEUTRAL
9615	People	People	4.9	ENTAILMENT
9616	No	People	3.7	CONTRADICTION
9617	People	Two	3.9	NEUTRAL
9624	A	A	4.6	ENTAILMENT
9627	A	A	3.4	NEUTRAL
9631	The	The	4.7	ENTAILMENT
9632	The	The	4	NEUTRAL
9635	A	A	3.6	NEUTRAL
9636	The	The	4.3	ENTAILMENT
9638	A	The	4.1	NEUTRAL
9639	A	The	3.7	NEUTRAL
9641	A	The	4.2	ENTAILMENT
9643	A	A	3.6	CONTRADICTION
9644	A	An	4.6	ENTAILMENT
9645	No	A	4	CONTRADICTION
9646	A	An	2.5	NEUTRAL
9650	A	A	3.1	NEUTRAL
9651	A	A	4.1	NEUTRAL
9653	A	A	4.4	ENTAILMENT
9656	A	A	3.9	NEUTRAL
9657	A	A	3.4	NEUTRAL
9659	A	A	3.5	NEUTRAL
9662	A	A	4.9	ENTAILMENT
9665	A	A	4.3	ENTAILMENT
9666	A	A	4.6	ENTAILMENT
9667	A	A	3.1	NEUTRAL
9668	A	A	4.4	ENTAILMENT
9675	A	The	3.3	NEUTRAL
9676	A	A	2.4	NEUTRAL
9678	A	A	4.3	ENTAILMENT
9680	The	A	4.9	ENTAILMENT
9684	A	A	3	NEUTRAL
9687	A	A	4.4	NEUTRAL
9689	A	A	4.8	ENTAILMENT
9691	A	A	3.8	NEUTRAL
9692	A	A	4.4	NEUTRAL
9694	There	A	3.4	NEUTRAL
9695	A	A	3.585	NEUTRAL
9697	A	A	3.5	NEUTRAL
9698	A	A	4.8	ENTAILMENT
9699	A	A	4.2	NEUTRAL
9700	A	A	3.2	NEUTRAL
9701	A	A	2.5	NEUTRAL
9702	A	A	3.4	NEUTRAL
9703	A	A	2.8	NEUTRAL
9704	A	A	3.4	NEUTRAL
9708	A	A	4	NEUTRAL
9709	A	A	4.1	ENTAILMENT
9710	A	A	3.5	NEUTRAL
9715	A	A	3.7	NEUTRAL
9717	A	A	4	NEUTRAL
9718	A	A	3.6	NEUTRAL
9719	A	A	3.3	NEUTRAL
9720	A	A	3.7	ENTAILMENT
9721	A	A	3.2	NEUTRAL
9723	A	A	4.3	NEUTRAL
9726	The	No	3.8	CONTRADICTION
9730	The	A	2.3	NEUTRAL
9731	The	A	2.7	NEUTRAL
9733	A	A	3.6	NEUTRAL
9736	The	A	4.3	ENTAILMENT
9738	A	A	4.1	ENTAILMENT
9744	A	A	4.2	CONTRADICTION
9746	Two	A	3.9	NEUTRAL
9748	Two	A	3.2	NEUTRAL
9749	A	Two	3.9	ENTAILMENT
9752	A	A	4.7	ENTAILMENT
9753	A	A	4.2	NEUTRAL
9757	The	A	3.6	NEUTRAL
9758	A	The	3.6	NEUTRAL
9760	A	A	1.7	NEUTRAL
9764	A	A	1	NEUTRAL
9765	There	Someone	1	NEUTRAL
9766	A	There	1.2	NEUTRAL
9769	A	Two	1.1	NEUTRAL
9770	A	A	1	NEUTRAL
9773	The	A	1	NEUTRAL
9774	Skewers	A	1	NEUTRAL
9776	A	A	1	NEUTRAL
9778	A	The	1	NEUTRAL
9780	A	A	1	NEUTRAL
9784	The	There	1.1	NEUTRAL
9786	A	The	1	NEUTRAL
9795	A	A	1	NEUTRAL
9799	Pedestrians	A	1	NEUTRAL
9800	A	The	1.4	NEUTRAL
9803	A	The	1	NEUTRAL
9805	The	A	1.2	NEUTRAL
9806	The	The	2.4	NEUTRAL
9811	The	The	1	NEUTRAL
9814	A	A	1	NEUTRAL
9815	A	A	1	NEUTRAL
9816	A	A	1	NEUTRAL
9817	A	Two	1	NEUTRAL
9820	A	There	1	NEUTRAL
9821	A	Two	1	NEUTRAL
9825	The	A	1	NEUTRAL
9827	A	A	1	NEUTRAL
9829	A	A	1	NEUTRAL
9836	Three	Some	1	NEUTRAL
9839	Two	A	1.3	NEUTRAL
9840	Two	A	1.2	NEUTRAL
9841	A	A	1.7	NEUTRAL
9844	The	There	1.4	NEUTRAL
9846	A	A	1.8	NEUTRAL
9847	A	A	1	NEUTRAL
9851	A	Five	1.1	NEUTRAL
9853	The	A	1	NEUTRAL
9856	A	A	1	NEUTRAL
9859	The	The	1	NEUTRAL
9860	Cereal	The	1	NEUTRAL
9863	A	The	1.3	NEUTRAL
9864	A	A	1	NEUTRAL
9868	A	A	1	NEUTRAL
9870	A	The	1	NEUTRAL
9874	A	Some	1.7	NEUTRAL
9875	The	A	1	NEUTRAL
9876	A	A	1.7	NEUTRAL
9877	A	A	2.2	NEUTRAL
9878	A	A	1	NEUTRAL
9879	A	The	1	NEUTRAL
9882	A	A	1.2	NEUTRAL
9884	A	An	1.1	NEUTRAL
9885	A	A	1	NEUTRAL
9886	Two	A	1.3	NEUTRAL
9889	There	A	1.2	NEUTRAL
9893	A	A	1.4	NEUTRAL
9895	The	A	1	NEUTRAL
9897	A	A	1.1	NEUTRAL
9900	A	A	1	NEUTRAL
9903	One	The	1.4	NEUTRAL
9904	The	A	1	NEUTRAL
9905	Three	Butter	1	NEUTRAL
9907	A	There	1.1	NEUTRAL
9911	A	A	1	NEUTRAL
9912	The	Two	1.1	NEUTRAL
9914	A	A	1.1	NEUTRAL
9915	A	A	2.7	NEUTRAL
9916	Video	Someone	1.4	NEUTRAL
9919	Three	A	1	NEUTRAL
9921	A	A	1.2	NEUTRAL
9922	A	There	1	NEUTRAL
9926	A	There	1	NEUTRAL
9927	The	Rugby	1	NEUTRAL
9934	A	A	1	NEUTRAL
9935	A	The	1.3	NEUTRAL
9936	There	A	1	NEUTRAL
9938	Different	Three	1.4	NEUTRAL
9939	The	A	1.6	NEUTRAL
9940	A	A	2.2	NEUTRAL
9942	A	The	1	NEUTRAL
9943	The	A	1.1	NEUTRAL
9947	There	A	1.1	NEUTRAL
9948	A	A	1	NEUTRAL
9949	The	A	1.8	NEUTRAL
9951	The	A	1.1	NEUTRAL
9955	Two	A	1	NEUTRAL
9960	The	A	1	NEUTRAL
9967	Four	A	2.8	NEUTRAL
9968	The	A	1.4	NEUTRAL
9973	The	A	1	NEUTRAL
9974	A	There	1	NEUTRAL
9976	A	The	1.2	NEUTRAL
9980	The	A	1	NEUTRAL
9981	The	A	1	NEUTRAL
9982	People	The	1	NEUTRAL
9983	A	The	1.1	NEUTRAL
9984	Two	Two	1	NEUTRAL
9985	A	The	1	NEUTRAL
9993	A	A	1.1	NEUTRAL
9997	Someone	The	1	NEUTRAL
9998	The	A	1	NEUTRAL
9999	A	A	1.2	NEUTRAL
10000	Three	The	1	NEUTRAL
